,attn_to_target,crit,distractor,entropy,grammaticality,id,interference,sentence,subject,surprisal,verb
0,0.38682204484939575,see,pl,1.7666097332124753,gram,1.0,int,The runners who the drivers see during the commute every morning always wave to say hi.,pl,8.849441528320312,pl
1,0.2853594124317169,sees,pl,2.0046480798474455,ungram,1.0,unint,The runners who the drivers sees during the commute every morning always wave to say hi.,pl,15.838024139404297,sing
2,0.5597394704818726,see,sing,1.5591384589841482,gram,1.0,unint,The runner who the drivers see during the commute every morning always waves to say hi.,pl,8.518957138061523,pl
3,0.13974733650684357,sees,sing,2.116946313774552,ungram,1.0,int,The runner who the drivers sees during the commute every morning always waves to say hi.,pl,14.068367004394531,sing
4,0.32612454891204834,see,pl,2.0236908034102137,ungram,1.0,int,The runners who the driver see during the commute every morning always wave to say hi.,sing,14.230849266052246,pl
5,0.8526120781898499,sees,pl,0.8722370246509016,gram,1.0,unint,The runners who the driver sees during the commute every morning always wave to say hi.,sing,8.794525146484375,sing
6,0.4443417191505432,see,sing,2.0160101494705076,ungram,1.0,unint,The runner who the driver see during the commute every morning always waves to say hi.,sing,14.542387962341309,pl
7,0.6634567975997925,sees,sing,1.547406113441179,gram,1.0,int,The runner who the driver sees during the commute every morning always waves to say hi.,sing,8.541596412658691,sing
8,0.4963257610797882,criticize,pl,2.0157020025468486,gram,2.0,int,The industrialists who the activists criticize always puts profit above concern for the environment.,pl,10.163897514343262,pl
9,,criticizes,pl,,ungram,2.0,unint,The industrialists who the activists criticizes always puts profit above concern for the environment.,pl,,sing
10,0.64641934633255,criticize,sing,1.6327741915166019,gram,2.0,unint,The industrialist who the activists criticize always puts profit above concerns for the environment.,pl,10.959213256835938,pl
11,,criticizes,sing,,ungram,2.0,int,The industrialist who the activists criticizes always puts profit above concerns for the environment.,pl,,sing
12,0.3081943094730377,criticize,pl,2.3231767107868353,ungram,2.0,int,The industrialists who the activist criticize always puts profit above concern for the environment.,sing,15.216835975646973,pl
13,,criticizes,pl,,gram,2.0,unint,The industrialists who the activist criticizes always puts profit above concerns for the environment.,sing,,sing
14,0.4229433238506317,criticize,sing,2.196212072193729,ungram,2.0,unint,The industrialist who the activist criticize always puts profit above concerns for the environment.,sing,17.4299373626709,pl
15,,criticizes,sing,,gram,2.0,int,The industrialist who the activist criticizes always puts profit above concerns for the environment.,sing,,sing
16,0.5035893321037292,like,pl,1.520721233221489,gram,3.0,int,The players who the coaches like the best are the ones who always gets to practice on time.,pl,6.2853193283081055,pl
17,0.41916126012802124,likes,pl,1.7263448417972187,ungram,3.0,unint,The players who the coaches likes the best are the ones who always gets to practice on time.,pl,13.5965576171875,sing
18,0.5615181922912598,like,sing,1.420192461565928,gram,3.0,unint,The player who the coaches like the best is the one who always gets to practice on time.,pl,6.606787204742432,pl
19,0.2625938057899475,likes,sing,2.089341363201662,ungram,3.0,int,The player who the coaches likes the best is the one who always gets to practice on time.,pl,12.248632431030273,sing
20,0.306914359331131,like,pl,2.0905638550760473,ungram,3.0,int,The players who the coach like the best are the ones who always gets to practice on time.,sing,10.111550331115723,pl
21,0.8189541697502136,likes,pl,0.8700011240512805,gram,3.0,unint,The players who the coach likes the best are the ones who always gets to practice on time.,sing,6.023085117340088,sing
22,0.38890454173088074,like,sing,1.9417606875630924,ungram,3.0,unint,The player who the coach like the best is the one who always gets to practice on time.,sing,10.96781063079834,pl
23,0.6750707030296326,likes,sing,1.318774996621894,gram,3.0,int,The player who the coach likes the best is the one who always gets to practice on time.,sing,6.79833459854126,sing
24,0.5791417360305786,rely,pl,1.5774919702879464,gram,4.0,int,The volunteers who the directors rely on completely are dedicated to her work.,pl,11.473764419555664,pl
25,0.25315427780151367,relies,pl,1.7937344071045838,ungram,4.0,unint,The volunteers who the directors relies on completely are dedicated to her work.,pl,18.792972564697266,sing
26,0.7561320662498474,rely,sing,1.1299857999517182,gram,4.0,unint,The volunteer who the directors rely on completely is dedicated to her work.,pl,12.86146068572998,pl
27,0.24297305941581726,relies,sing,1.9998690542989332,ungram,4.0,int,The volunteer who the directors relies on completely is dedicated to her work.,pl,17.3189754486084,sing
28,0.18572676181793213,rely,pl,2.08845380331502,ungram,4.0,int,The volunteers who the director rely on completely are dedicated to her work.,sing,18.4520206451416,pl
29,0.5923867225646973,relies,pl,1.43473187298145,gram,4.0,unint,The volunteers who the director relies on completely are dedicated to her work.,sing,12.8504056930542,sing
30,0.24277864396572113,rely,sing,2.0448763834459855,ungram,4.0,unint,The volunteer who the director rely on completely is dedicated to her work.,sing,21.131229400634766,pl
31,0.4748811721801758,relies,sing,1.7065787093906244,gram,4.0,int,The volunteer who the director relies on completely is dedicated to her work.,sing,13.907341957092285,sing
32,,recommend,pl,1.9273089742859637,gram,5.0,int,The authors who the librarians recommend for summer reading are very popular in India.,pl,5.494019031524658,pl
33,,recommends,pl,1.6574303954998864,ungram,5.0,unint,The authors who the librarians recommends for summer reading are very popular in India.,pl,12.06843376159668,sing
34,,recommend,sing,1.7362456554904753,gram,5.0,unint,The author who the librarians recommend for summer reading is very popular in India.,pl,6.638085842132568,pl
35,,recommends,sing,1.9516741849718753,ungram,5.0,int,The author who the librarians recommends for summer reading is very popular in India.,pl,10.810577392578125,sing
36,,recommend,pl,2.151360551432872,ungram,5.0,int,The authors who the librarian recommend for summer reading are very popular in India.,sing,11.281460762023926,pl
37,,recommends,pl,1.4918325108738288,gram,5.0,unint,The authors who the librarian recommends for summer reading are very popular in India.,sing,6.74638032913208,sing
38,,recommend,sing,2.013569002148671,ungram,5.0,unint,The author who the librarian recommend for summer reading is very popular in India.,sing,13.992166519165039,pl
39,,recommends,sing,1.9424901305776479,gram,5.0,int,The author who the librarian recommends for summer reading is very popular in India.,sing,7.705515384674072,sing
40,0.5266263484954834,employ,pl,1.641522516641181,gram,6.0,int,The pilots who the smugglers employ in Brazil must be discreet and good at thinking fast.,pl,8.959831237792969,pl
41,0.23588652908802032,employs,pl,1.6896152678132397,ungram,6.0,unint,The pilots who the smugglers employs in Brazil must be discreet and good at thinking fast.,pl,18.727697372436523,sing
42,0.708329975605011,employ,sing,1.2651921138311817,gram,6.0,unint,The pilot who the smugglers employ in Brazil must be discreet and good at thinking fast.,pl,10.904328346252441,pl
43,0.14651350677013397,employs,sing,2.1119324271361495,ungram,6.0,int,The pilot who the smugglers employs in Brazil must be discreet and good at thinking fast.,pl,17.88780403137207,sing
44,,employ,pl,2.2174378901395015,ungram,6.0,int,The pilots who the smuggler employ in Brazil must be discreet and good at thinking fast.,sing,16.445552825927734,pl
45,,employs,pl,1.8683419250703104,gram,6.0,unint,The pilots who the smuggler employs in Brazil must be discreet and good at thinking fast.,sing,11.983766555786133,sing
46,,employ,sing,2.1422150925678425,ungram,6.0,unint,The pilot who the smuggler employ in Brazil must be discreet and good at thinking fast.,sing,19.084875106811523,pl
47,,employs,sing,2.2935464459567707,gram,6.0,int,The pilot who the smuggler employs in Brazil must be discreet and good at thinking fast.,sing,13.178865432739258,sing
48,0.5590736865997314,spend,pl,1.5618314103972342,gram,7.0,int,The colleagues who the researchers spend the most time with come up with crazy but inventive ideas.,pl,14.051854133605957,pl
49,0.30917075276374817,spends,pl,1.6928203175170995,ungram,7.0,unint,The colleagues who the researchers spends the most time with come up with crazy but inventive ideas.,pl,21.68433952331543,sing
50,0.6612768769264221,spend,sing,1.3571413490617377,gram,7.0,unint,The colleague who the researchers spend the most time with comes up with crazy but inventive ideas.,pl,13.709956169128418,pl
51,0.20437124371528625,spends,sing,2.0309361048871466,ungram,7.0,int,The colleague who the researchers spends the most time with comes up with crazy but inventive ideas.,pl,20.280738830566406,sing
52,0.4140843451023102,spend,pl,1.7667239383969968,ungram,7.0,int,The colleagues who the researcher spend the most time with come up with crazy but inventive ideas.,sing,18.47430992126465,pl
53,0.6969018578529358,spends,pl,1.1477056560922787,gram,7.0,unint,The colleagues who the researcher spends the most time with come up with crazy but inventive ideas.,sing,13.365285873413086,sing
54,0.4681067168712616,spend,sing,1.7855685410100057,ungram,7.0,unint,The colleague who the researcher spend the most time with comes up with crazy but inventive ideas.,sing,19.146825790405273,pl
55,0.49788230657577515,spends,sing,1.6872355303239812,gram,7.0,int,The colleague who the researcher spends the most time with comes up with crazy but inventive ideas.,sing,12.835343360900879,sing
56,0.7800033092498779,check,pl,1.1645327834708634,gram,8.0,int,The patients who the doctors check on daily are undergoing an experimental treatment.,pl,13.425873756408691,pl
57,0.44440725445747375,checks,pl,1.9260964708146235,ungram,8.0,unint,The patients who the doctors checks on daily are undergoing an experimental treatment.,pl,19.52849006652832,sing
58,0.8643752336502075,check,sing,0.8158882979602755,gram,8.0,unint,The patient who the doctors check on daily is undergoing an experimental treatment.,pl,14.169321060180664,pl
59,0.25814545154571533,checks,sing,2.123218626664527,ungram,8.0,int,The patient who the doctors checks on daily is undergoing an experimental treatment.,pl,19.36809539794922,sing
60,0.6778799891471863,check,pl,1.5347678710747528,ungram,8.0,int,The patients who the doctor check on daily are undergoing an experimental treatment.,sing,16.086389541625977,pl
61,0.8733372092247009,checks,pl,0.747073557406145,gram,8.0,unint,The patients who the doctor checks on daily are undergoing an experimental treatment.,sing,12.567839622497559,sing
62,0.7520543336868286,check,sing,1.2965539894315232,ungram,8.0,unint,The patient who the doctor check on daily is undergoing an experimental treatment.,sing,16.49950408935547,pl
63,0.7595340609550476,checks,sing,1.2383122299539555,gram,8.0,int,The patient who the doctor checks on daily is undergoing an experimental treatment.,sing,13.057693481445312,sing
64,0.5110752582550049,want,pl,1.4309077902706697,gram,9.0,int,The Marines who the officers want to promote are always ready to risk their lives for someone in need.,pl,9.289176940917969,pl
65,0.32031840085983276,wants,pl,1.6933850694069963,ungram,9.0,unint,The Marines who the officers wants to promote are always ready to risk their lives for someone in need.,pl,17.025501251220703,sing
66,0.6903523802757263,want,sing,1.1788057627554436,gram,9.0,unint,The Marine who the officers want to promote is always ready to risk his life for someone in need.,pl,10.634500503540039,pl
67,0.24137496948242188,wants,sing,1.913383733591276,ungram,9.0,int,The Marine who the officers wants to promote is always ready to risk his life for someone in need.,pl,17.573156356811523,sing
68,0.34898748993873596,want,pl,1.6545606423460029,ungram,9.0,int,The Marines who the officer want to promote are always ready to risk their lives for someone in need.,sing,14.720710754394531,pl
69,0.7811987996101379,wants,pl,0.9367195201064304,gram,9.0,unint,The Marines who the officer wants to promote are always ready to risk their lives for someone in need.,sing,9.32111644744873,sing
70,0.5044605135917664,want,sing,1.6354733996148034,ungram,9.0,unint,The Marine who the officer want to promote is always ready to risk his life for someone in need.,sing,16.04118537902832,pl
71,0.6829145550727844,wants,sing,1.2400000865775735,gram,9.0,int,The Marine who the officer wants to promote is always ready to risk his life for someone in need.,sing,10.496750831604004,sing
72,0.6825640797615051,support,pl,1.559589343786624,gram,10.0,int,The sculptors who the donors support so generously have held several acclaimed exhibitions.,pl,7.717991352081299,pl
73,0.15686900913715363,supports,pl,2.1422842040768115,ungram,10.0,unint,The sculptors who the donors supports so generously have held several acclaimed exhibitions.,pl,15.353250503540039,sing
74,0.7629037499427795,support,sing,1.229963771146439,gram,10.0,unint,The sculptor who the donors support so generously has held several acclaimed exhibitions.,pl,9.117230415344238,pl
75,0.1280849277973175,supports,sing,2.2813402753782057,ungram,10.0,int,The sculptor who the donors supports so generously has held several acclaimed exhibitions.,pl,15.98863410949707,sing
76,0.4366702139377594,support,pl,2.282854183781848,ungram,10.0,int,The sculptors who the donor support so generously have held several acclaimed exhibitions.,sing,11.43799877166748,pl
77,0.5526591539382935,supports,pl,1.7115596101260833,gram,10.0,unint,The sculptors who the donor supports so generously have held several acclaimed exhibitions.,sing,8.811237335205078,sing
78,0.5126346349716187,support,sing,2.072510574081037,ungram,10.0,unint,The sculptor who the donor support so generously has held several acclaimed exhibitions.,sing,13.981523513793945,pl
79,0.4335658550262451,supports,sing,1.9019403158016235,gram,10.0,int,The sculptor who the donor supports so generously has held several acclaimed exhibitions.,sing,10.156673431396484,sing
80,,suggest,pl,2.4310784835120898,gram,11.0,int,The caterers who the hostesses suggest to their friends are excellent but outrageously expensive.,pl,12.730416297912598,pl
81,,suggests,pl,1.6975305549617654,ungram,11.0,unint,The caterers who the hostesses suggests to their friends are excellent but outrageously expensive.,pl,19.347671508789062,sing
82,,suggest,sing,2.174417343757055,gram,11.0,unint,The caterer who the hostesses suggest to their friends is excellent but outrageously expensive.,pl,12.155752182006836,pl
83,,suggests,sing,2.279332911584,ungram,11.0,int,The caterer who the hostesses suggests to their friends is excellent but outrageously expensive.,pl,18.18636131286621,sing
84,,suggest,pl,2.2741960553203793,ungram,11.0,int,The caterers who the hostess suggest to her friends are excellent but outrageously expensive.,sing,15.320072174072266,pl
85,,suggests,pl,1.3828511800355692,gram,11.0,unint,The caterers who the hostess suggests to her friends are excellent but outrageously expensive.,sing,12.43012523651123,sing
86,,suggest,sing,2.2458936660610362,ungram,11.0,unint,The caterer who the hostess suggest to her friends is excellent but outrageously expensive.,sing,16.764493942260742,pl
87,,suggests,sing,1.8041063373935675,gram,11.0,int,The caterer who the hostess suggests to her friends is excellent but outrageously expensive.,sing,12.468130111694336,sing
88,0.6611244082450867,listen,pl,1.3674191732243428,gram,12.0,int,The senators who the voters listen to patiently at all the local political events just never seem trustworthy.,pl,14.735116004943848,pl
89,0.34122636914253235,listens,pl,1.7757885031759848,ungram,12.0,unint,The senators who the voters listens to patiently at all the local political events just never seem trustworthy.,pl,20.347484588623047,sing
90,0.7611305117607117,listen,sing,1.0578008406086408,gram,12.0,unint,The senator who the voters listen to patiently at all the local political events just never seems trustworthy.,pl,15.551669120788574,pl
91,0.21962986886501312,listens,sing,1.969126582986879,ungram,12.0,int,The senator who the voters listens to patiently at all the local political events just never seems trustworthy.,pl,20.63821792602539,sing
92,0.43959474563598633,listen,pl,1.8664099317682783,ungram,12.0,int,The senators who the voter listen to patiently at all the local political events just never seem trustworthy.,sing,18.500778198242188,pl
93,0.7724230885505676,listens,pl,0.9989773813478212,gram,12.0,unint,The senators who the voter listens to patiently at all the local political events just never seem trustworthy.,sing,14.9291410446167,sing
94,0.5620430111885071,listen,sing,1.6335673329908225,ungram,12.0,unint,The senator who the voter listen to patiently at all the local political events just never seems trustworthy.,sing,18.839496612548828,pl
95,0.6108863949775696,listens,sing,1.4398504505903678,gram,12.0,int,The senator who the voter listens to patiently at all the local political events just never seems trustworthy.,sing,13.07894229888916,sing
96,0.49390074610710144,hire,pl,1.7953460286235043,gram,13.0,int,The teenagers who the farmers hire to pick fruit every summer usually work pretty hard.,pl,11.943888664245605,pl
97,0.3425857722759247,hires,pl,1.927365944476679,ungram,13.0,unint,The teenagers who the farmers hires to pick fruit every summer usually work pretty hard.,pl,19.78744125366211,sing
98,0.5959893465042114,hire,sing,1.5871988214939878,gram,13.0,unint,The teenager who the farmers hire to pick fruit every summer usually works pretty hard.,pl,13.754286766052246,pl
99,0.20483410358428955,hires,sing,2.2057537497552886,ungram,13.0,int,The teenager who the farmers hires to pick fruit every summer usually works pretty hard.,pl,20.91977310180664,sing
100,0.41008636355400085,hire,pl,2.0353574894582556,ungram,13.0,int,The teenagers who the farmer hire to pick fruit every summer usually work pretty hard.,sing,18.50750732421875,pl
101,0.8064143061637878,hires,pl,0.9692418069997771,gram,13.0,unint,The teenagers who the farmer hires to pick fruit every summer usually work pretty hard.,sing,13.369227409362793,sing
102,0.47177135944366455,hire,sing,1.9688394682942818,ungram,13.0,unint,The teenager who the farmer hire to pick fruit every summer usually works pretty hard.,sing,20.31224250793457,pl
103,0.6212700009346008,hires,sing,1.5835814030005038,gram,13.0,int,The teenager who the farmer hires to pick fruit every summer usually works pretty hard.,sing,15.561933517456055,sing
104,0.4107157289981842,hold,pl,1.8836114593610283,gram,14.0,int,The goalies who the fans hold the greatest confidence in are reliably calm under pressure.,pl,11.318934440612793,pl
105,0.16896399855613708,holds,pl,2.3636506975256726,ungram,14.0,unint,The goalies who the fans holds the greatest confidence in are reliably calm under pressure.,pl,19.456945419311523,sing
106,0.5085844397544861,hold,sing,1.6507200554321508,gram,14.0,unint,The goalie who the fans hold the greatest confidence in is reliably calm under pressure.,pl,11.589126586914062,pl
107,0.13167442381381989,holds,sing,2.3088115863645102,ungram,14.0,int,The goalie who the fans holds the greatest confidence in is reliably calm under pressure.,pl,19.09358024597168,sing
108,0.33560916781425476,hold,pl,2.135813703465675,ungram,14.0,int,The goalies who the fan hold the greatest confidence in are reliably calm under pressure.,sing,18.82232093811035,pl
109,0.7842947244644165,holds,pl,1.2021217760828626,gram,14.0,unint,The goalies who the fan holds the greatest confidence in are reliably calm under pressure.,sing,14.517207145690918,sing
110,0.3808661699295044,hold,sing,1.9819322747491706,ungram,14.0,unint,The goalie who the fan hold the greatest confidence in is reliably calm under pressure.,sing,17.830364227294922,pl
111,0.5943568348884583,holds,sing,1.750554705662331,gram,14.0,int,The goalie who the fan holds the greatest confidence in is reliably calm under pressure.,sing,12.198545455932617,sing
112,,watch,pl,1.5468076032741163,gram,15.0,int,The quarterbacks who the recruiters watch from the bleachers every weekend might win a lucrative contract.,pl,11.2797212600708,pl
113,,watches,pl,2.1697130782798295,ungram,15.0,unint,The quarterbacks who the recruiters watches from the bleachers every weekend might win a lucrative contract.,pl,18.61096954345703,sing
114,,watch,sing,1.4244605017897984,gram,15.0,unint,The quarterback who the recruiters watch from the bleachers every weekend might win a lucrative contract.,pl,13.577699661254883,pl
115,,watches,sing,2.3774747910376033,ungram,15.0,int,The quarterback who the recruiters watches from the bleachers every weekend might win a lucrative contract.,pl,20.169944763183594,sing
116,,watch,pl,2.1689669830060416,ungram,15.0,int,The quarterbacks who the recruiter watch from the bleachers every weekend might win a lucrative contract.,sing,17.026546478271484,pl
117,,watches,pl,1.5552160254251692,gram,15.0,unint,The quarterbacks who the recruiter watches from the bleachers every weekend might win a lucrative contract.,sing,12.151749610900879,sing
118,,watch,sing,2.065687601155021,ungram,15.0,unint,The quarterback who the recruiter watch from the bleachers every weekend might win a lucrative contract.,sing,18.09939193725586,pl
119,,watches,sing,1.7594652308217462,gram,15.0,int,The quarterback who the recruiter watches from the bleachers every weekend might win a lucrative contract.,sing,14.506874084472656,sing
120,0.46564191579818726,use,pl,1.993660136631559,gram,16.0,int,The publicists who the politicians use during a crisis are expected to do damage control.,pl,6.90778112411499,pl
121,0.2315366417169571,uses,pl,2.261944913459302,ungram,16.0,unint,The publicists who the politicians uses during a crisis are expected to do damage control.,pl,14.96484661102295,sing
122,0.6925590634346008,use,sing,1.4785783610713896,gram,16.0,unint,The publicist who the politicians use during a crisis is expected to do damage control.,pl,7.2067646980285645,pl
123,0.1818111389875412,uses,sing,2.3448646274546157,ungram,16.0,int,The publicist who the politicians uses during a crisis is expected to do damage control.,pl,14.340219497680664,sing
124,0.2573101222515106,use,pl,1.97863867719909,ungram,16.0,int,The publicists who the politician use during a crisis are expected to do damage control.,sing,11.620891571044922,pl
125,0.72239089012146,uses,pl,1.335458523346011,gram,16.0,unint,The publicists who the politician uses during a crisis are expected to do damage control.,sing,7.25571346282959,sing
126,0.4934597313404083,use,sing,2.0110164097400305,ungram,16.0,unint,The publicist who the politician use during a crisis is expected to do damage control.,sing,13.259960174560547,pl
